"id","MOSTYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","PVRAAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","CARAVAN"
"5492","3","1","2","3","1","1","5","4","0","9","0","0","1","6","3","4","3","2","6","0","0","2","2","0","5","2","3","1","0","0","9","5","4","0","0","9","0","0","8","1","0","5","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5493","20","1","2","3","5","1","4","2","3","6","2","2","2","4","3","1","2","6","1","0","0","3","2","4","1","1","1","6","2","9","0","7","2","2","8","1","3","3","3","1","0","4","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5494","33","1","2","4","8","0","4","2","4","2","2","6","4","2","4","0","2","7","1","0","0","2","0","7","0","0","2","1","7","7","2","2","2","6","7","2","7","2","0","0","0","2","3","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5495","6","1","3","3","2","2","5","0","3","9","0","0","1","3","5","7","2","0","9","0","0","0","0","0","6","2","1","0","0","0","9","7","2","0","2","7","1","2","3","4","1","7","8","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5496","27","1","1","6","6","0","5","0","4","3","1","5","5","4","0","3","4","2","4","0","0","4","1","1","3","1","5","1","1","9","0","7","0","2","9","0","2","4","4","0","0","4","1","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5497","41","1","3","3","10","0","7","0","3","8","1","1","1","3","5","1","4","5","1","1","3","2","3","1","2","1","3","4","0","2","7","5","4","0","6","3","3","4","4","0","0","4","4","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1"
"5498","33","1","3","2","8","0","4","2","4","8","1","0","0","2","7","0","3","6","0","0","0","4","3","3","0","1","3","6","0","3","6","6","3","0","9","0","2","5","2","2","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5499","33","1","3","3","8","0","5","1","3","6","2","1","0","3","6","0","6","3","3","0","5","2","0","0","2","4","4","0","0","0","9","6","1","2","6","3","0","7","0","2","0","5","3","0","0","3","6","0","0","0","0","0","0","0","0","0","2","0","5","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"5500","6","1","3","3","2","3","4","2","2","9","0","0","0","5","4","4","4","2","4","3","0","2","0","2","6","1","0","2","0","0","9","5","4","0","3","6","1","3","4","2","2","6","8","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5501","13","1","4","2","3","2","4","0","3","7","0","2","1","3","6","5","4","1","6","0","0","3","0","1","5","2","1","2","0","4","5","7","1","2","5","4","2","2","6","0","0","4","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5502","39","1","2","3","9","0","7","2","0","9","0","0","2","5","2","2","5","2","1","0","0","3","3","3","1","2","3","4","1","6","3","7","0","2","7","2","1","3","3","2","0","6","5","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1"
"5503","3","1","3","3","1","2","1","1","6","6","2","2","1","5","4","2","5","3","4","1","0","4","2","1","3","2","2","3","1","8","1","6","1","3","5","4","2","3","4","1","0","4","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5504","4","1","2","3","1","0","5","2","2","4","2","4","4","4","3","1","3","5","2","1","0","3","2","3","2","2","1","3","2","6","3","6","1","3","8","1","4","3","3","0","0","3","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5505","39","1","3","2","9","6","2","1","2","5","2","3","2","3","5","4","3","2","3","0","1","4","2","2","3","3","1","4","0","6","3","5","3","1","4","5","1","3","4","2","1","6","5","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5506","8","1","4","3","2","1","5","1","3","7","1","2","0","3","6","3","5","1","3","1","0","4","1","2","3","3","2","2","1","1","8","7","0","2","5","4","1","3","5","1","1","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5507","8","2","3","3","2","0","5","2","3","7","1","2","2","3","5","3","4","3","4","0","0","4","1","0","4","2","2","2","0","1","8","8","0","1","6","3","0","5","4","0","0","4","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5508","39","1","2","2","9","0","5","0","4","5","2","3","4","4","2","0","5","4","0","0","0","5","4","1","0","4","2","4","0","0","9","7","2","0","7","2","0","8","1","0","0","3","5","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5509","8","2","4","3","2","0","5","0","5","9","0","0","0","0","9","0","5","5","0","0","0","9","0","0","0","4","0","5","0","0","9","6","3","0","2","7","0","9","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5510","36","1","3","3","8","0","6","1","2","7","1","2","1","4","4","1","2","6","1","0","1","3","2","4","1","1","2","6","1","5","4","5","2","3","6","3","2","5","2","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5511","8","1","3","2","2","0","7","2","0","7","2","0","0","6","3","2","7","0","2","0","0","7","0","0","2","3","4","0","0","0","9","7","2","0","7","2","0","6","3","0","0","4","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5512","33","1","2","4","8","0","5","2","2","9","0","0","0","6","3","7","0","2","3","5","0","0","0","2","6","0","2","2","0","0","9","9","0","0","2","7","0","2","5","2","0","6","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1"
"5513","8","1","2","4","2","0","4","0","5","7","0","2","2","6","2","3","5","1","6","1","0","2","0","1","6","0","2","2","0","6","3","7","2","0","3","6","2","4","4","1","0","5","7","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5514","22","1","2","4","5","0","5","3","2","4","1","4","4","5","1","2","4","3","1","1","0","5","2","1","1","2","3","3","1","9","0","5","0","4","5","4","6","3","1","0","0","2","2","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5515","13","1","3","3","3","1","4","2","3","7","1","2","1","3","6","1","7","1","3","0","0","6","1","1","2","2","5","2","0","7","2","7","2","1","6","3","1","5","4","1","0","4","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1"
"5516","8","1","3","2","2","0","7","2","0","7","2","0","0","6","3","2","7","0","2","0","0","7","0","0","2","3","4","0","0","0","9","7","2","0","7","2","0","6","3","0","0","4","7","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5517","33","1","3","3","8","1","5","0","3","7","1","2","1","2","6","1","4","5","2","1","0","3","2","3","1","3","2","4","1","3","6","6","2","2","6","3","2","4","3","1","1","4","3","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5518","9","1","3","3","3","2","3","1","4","7","1","2","1","4","5","1","6","3","4","1","0","4","1","1","3","2","3","1","2","6","3","7","1","2","5","4","5","3","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5519","11","1","3","3","3","2","7","0","0","9","0","0","2","3","4","0","5","4","5","0","0","4","0","1","1","2","4","2","2","1","8","7","2","0","7","2","2","4","3","0","1","4","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1"
"5520","8","1","3","3","2","1","7","0","1","6","0","3","2","4","4","4","3","2","3","0","0","5","1","1","3","2","3","2","0","0","9","6","3","2","5","4","1","4","4","1","0","5","7","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5521","22","2","3","3","5","0","5","0","4","7","0","2","0","2","7","2","1","7","0","2","0","1","1","5","2","0","0","7","0","4","5","6","1","2","7","2","0","6","3","0","0","4","2","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5522","38","1","3","3","9","0","5","1","3","7","1","2","3","2","5","1","3","6","2","1","1","2","3","3","1","1","1","5","2","5","4","5","2","2","7","2","4","4","1","1","1","3","4","2","0","0","6","0","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5523","8","2","3","3","2","2","4","1","3","6","1","2","2","3","4","3","4","3","3","1","0","4","1","2","3","2","3","2","1","3","6","6","2","2","6","3","2","3","4","2","1","5","7","2","0","0","6","0","0","0","0","0","0","0","5","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","1"
"5524","8","1","3","3","2","3","4","2","2","8","1","0","0","5","4","4","3","2","5","0","0","2","1","2","4","2","2","1","2","0","9","9","0","0","4","5","2","2","5","0","0","5","7","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5525","36","1","2","4","8","0","4","2","4","5","1","3","2","5","3","2","2","6","3","1","0","1","4","2","3","1","2","4","1","2","7","7","1","2","5","4","2","4","3","1","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5526","11","1","2","2","3","0","7","2","0","7","0","2","0","7","2","0","1","8","0","0","0","6","0","3","0","0","1","8","1","1","8","5","2","2","7","2","0","3","5","2","0","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5527","3","2","3","3","1","0","6","1","2","6","0","3","1","4","4","3","2","5","1","0","1","4","2","4","1","3","2","4","1","3","6","7","0","2","7","2","0","4","5","0","0","4","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5528","8","1","3","3","2","1","7","0","1","6","0","3","2","4","4","4","3","2","3","0","0","5","1","1","3","2","3","2","0","0","9","6","3","2","5","4","1","4","4","1","0","5","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5529","37","1","3","3","8","0","5","0","4","8","0","1","0","3","6","0","3","6","0","2","0","5","3","1","0","2","4","4","1","1","8","8","1","0","8","1","0","6","3","0","0","4","4","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5530","34","1","3","2","8","0","7","0","2","7","2","0","0","4","5","0","2","7","0","2","0","2","4","2","0","0","4","5","0","2","7","5","4","0","9","0","0","5","4","0","0","4","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5531","12","1","3","2","3","0","6","0","3","7","2","0","1","2","6","2","4","4","1","0","0","5","2","1","0","3","2","4","0","0","9","9","0","0","5","4","2","4","4","0","0","4","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"5532","8","1","3","3","2","0","4","1","4","6","1","3","3","1","6","4","2","4","3","0","0","5","2","1","3","3","1","4","0","1","8","7","0","2","8","1","1","6","3","0","0","4","7","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5533","6","1","5","3","2","2","4","0","4","4","2","4","0","1","8","4","5","0","4","0","0","0","1","4","4","4","1","1","0","0","9","5","0","4","7","2","4","2","2","3","1","5","8","2","0","0","6","0","3","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5534","39","2","3","3","9","1","5","0","3","7","1","2","1","2","6","1","4","5","2","1","0","3","2","3","1","3","2","4","1","3","6","6","2","2","6","3","2","4","3","1","1","4","5","2","0","0","6","0","0","0","0","0","0","0","3","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","1"
"5535","3","1","2","3","1","1","5","4","0","9","0","0","1","6","3","4","3","2","6","0","0","2","2","0","5","2","3","1","0","0","9","5","4","0","0","9","0","0","8","1","0","5","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5536","23","1","1","1","5","1","4","2","3","4","1","4","5","4","1","1","4","4","2","1","0","3","4","0","1","1","0","7","0","8","1","6","0","3","7","2","4","0","5","0","0","4","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5537","39","1","4","3","9","0","6","1","3","7","1","2","1","1","8","0","2","7","1","0","0","1","5","3","1","1","1","7","1","6","3","6","1","2","9","0","1","7","2","0","0","3","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1"
"5538","8","1","3","3","2","1","5","1","4","6","1","3","1","3","5","3","3","3","3","0","0","5","1","2","3","2","3","3","0","1","8","8","1","0","6","3","1","3","5","1","0","5","7","2","0","0","6","0","4","0","0","0","0","3","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"5539","33","1","3","4","8","0","6","0","3","5","1","4","3","3","4","0","1","8","1","0","0","2","3","5","1","1","1","4","4","7","2","4","0","5","8","1","5","3","1","1","0","3","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5540","3","1","2","3","1","1","5","1","3","6","1","2","0","5","4","4","0","5","2","1","1","2","3","2","3","0","6","0","0","0","9","6","1","3","7","2","3","4","2","1","0","3","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5541","3","1","3","3","1","1","4","1","4","6","1","2","2","3","5","2","4","3","3","1","1","3","2","2","3","2","2","3","0","4","5","6","2","1","4","5","2","2","4","1","1","5","6","2","0","0","6","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1"
"5542","32","2","2","4","7","0","3","3","4","5","1","4","2","5","2","1","4","5","2","1","0","1","5","2","1","1","4","4","1","3","6","7","1","2","7","2","5","3","1","1","0","3","1","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5543","33","1","3","3","8","1","4","2","3","5","2","3","2","3","4","2","3","5","1","1","2","2","3","1","2","2","3","4","1","3","6","5","1","3","7","2","3","4","2","1","1","4","3","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5544","13","1","3","2","3","1","4","2","3","6","2","1","1","4","5","3","5","2","5","0","1","3","1","2","4","2","2","2","0","2","7","6","1","2","4","5","1","1","8","1","0","5","6","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"5545","39","1","3","3","9","2","7","0","0","8","1","1","1","4","5","0","6","3","2","2","0","4","2","1","2","5","1","3","1","0","9","7","2","1","2","7","0","6","3","1","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5546","13","1","3","3","3","1","4","1","5","7","1","1","0","4","5","9","0","0","5","0","0","0","0","4","3","6","0","0","0","9","0","6","2","2","8","1","0","4","5","0","0","5","6","2","0","0","6","0","0","0","0","0","0","3","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"5547","8","1","4","2","2","2","3","3","2","9","0","0","0","0","9","2","3","4","2","0","0","6","2","0","0","2","4","4","0","2","7","9","0","0","9","0","0","0","4","5","0","8","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5548","31","1","2","3","7","0","4","0","5","3","0","6","6","2","2","1","2","7","0","0","0","0","5","4","0","0","0","6","3","9","0","5","0","4","9","0","6","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5549","33","1","4","2","8","1","8","0","0","7","1","1","0","1","8","0","3","6","1","0","1","3","4","1","1","1","1","5","2","6","3","4","4","2","9","0","2","4","2","2","0","4","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5550","37","1","3","3","8","0","5","0","4","7","2","0","0","3","6","3","5","2","1","0","0","5","2","2","1","3","3","2","1","8","1","9","0","0","5","4","2","3","3","2","0","5","4","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5551","13","1","3","2","3","1","5","1","3","8","1","1","1","3","6","4","4","2","4","1","0","3","1","1","3","2","3","2","0","1","8","7","1","1","4","5","1","3","4","2","1","5","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5552","8","1","3","2","2","1","4","2","3","7","1","2","1","3","6","2","4","3","3","1","0","4","2","1","2","2","3","3","0","2","7","7","1","1","5","4","1","3","5","1","0","5","7","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1"
"5553","8","1","4","3","2","0","6","1","2","7","1","1","0","3","6","5","3","3","0","0","0","4","3","3","4","0","3","3","0","3","6","8","1","1","4","5","0","1","5","4","0","7","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5554","35","1","3","3","8","1","7","1","2","7","0","2","2","2","5","4","4","2","4","2","0","2","1","2","4","2","3","2","0","1","8","6","1","2","5","4","2","3","4","1","0","5","5","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"5555","33","1","2","3","8","1","4","1","4","6","2","3","3","4","3","1","4","5","1","1","0","3","2","4","1","2","2","5","1","5","4","6","1","3","7","2","3","4","3","1","0","3","3","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5556","10","1","4","3","3","1","5","2","2","7","2","0","0","2","7","3","4","3","2","0","0","5","1","2","1","3","1","4","1","3","6","6","1","2","6","3","1","1","5","2","2","7","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5557","13","1","3","3","3","1","4","2","3","7","1","2","1","3","6","1","7","1","3","0","0","6","1","1","2","2","5","2","0","7","2","7","2","1","6","3","1","5","4","1","0","4","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5558","31","1","2","3","7","1","5","3","2","6","0","3","3","4","3","0","2","7","1","0","0","3","3","4","1","0","2","6","1","4","5","6","1","2","9","0","1","7","2","0","0","3","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5559","8","1","2","4","2","0","4","0","5","7","0","2","2","6","2","3","5","1","6","1","0","2","0","1","6","0","2","2","0","6","3","7","2","0","3","6","2","4","4","1","0","5","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5560","41","1","3","3","10","1","7","1","2","8","1","1","1","3","6","1","4","5","2","1","2","2","3","1","2","1","3","4","0","1","8","5","4","1","5","4","2","3","4","1","0","4","4","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5561","2","1","3","4","1","1","5","2","3","5","1","4","1","4","4","5","3","1","2","3","0","4","1","1","5","3","1","1","1","2","7","5","1","3","5","4","3","1","4","2","1","5","6","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","1"
"5562","33","1","3","3","8","0","9","0","0","9","0","0","0","3","6","0","4","5","2","0","0","2","5","0","2","2","1","6","0","0","9","7","2","0","4","5","0","5","4","0","0","4","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5563","1","1","2","4","1","0","2","0","7","6","0","3","5","3","2","3","4","2","7","0","0","0","2","0","4","0","4","1","0","0","9","9","0","0","2","7","2","2","5","0","0","4","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5564","34","1","2","3","8","1","4","1","4","7","1","2","4","4","2","0","3","6","0","0","0","9","0","0","0","3","1","5","1","7","2","6","2","1","5","4","5","3","1","0","0","3","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"5565","41","1","3","3","10","2","7","0","0","9","0","0","1","4","4","0","5","4","3","0","0","5","0","2","1","1","5","3","1","1","8","7","2","0","7","2","1","5","2","0","1","4","4","0","3","0","6","6","0","0","2","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","2","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1"
"5566","30","1","1","5","7","0","7","1","1","5","0","4","6","2","2","1","3","6","1","0","0","1","1","8","1","1","1","4","5","8","1","3","0","6","9","0","3","6","0","0","0","2","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
